session_date,market_open_utc,market_close_utc,expected_cash_minutes,expected_five_minute_bars
2023-01-03,2023-01-03T14:30:00+0000,2023-01-03T21:00:00+0000,390,78
2023-01-04,2023-01-04T14:30:00+0000,2023-01-04T21:00:00+0000,390,78
2023-01-05,2023-01-05T14:30:00+0000,2023-01-05T21:00:00+0000,390,78
2023-01-06,2023-01-06T14:30:00+0000,2023-01-06T21:00:00+0000,390,78
2023-01-09,2023-01-09T14:30:00+0000,2023-01-09T21:00:00+0000,390,78
2023-01-10,2023-01-10T14:30:00+0000,2023-01-10T21:00:00+0000,390,78
2023-01-11,2023-01-11T14:30:00+0000,2023-01-11T21:00:00+0000,390,78
2023-01-12,2023-01-12T14:30:00+0000,2023-01-12T21:00:00+0000,390,78
2023-01-13,2023-01-13T14:30:00+0000,2023-01-13T21:00:00+0000,390,78
2023-01-17,2023-01-17T14:30:00+0000,2023-01-17T21:00:00+0000,390,78
2023-01-18,2023-01-18T14:30:00+0000,2023-01-18T21:00:00+0000,390,78
2023-01-19,2023-01-19T14:30:00+0000,2023-01-19T21:00:00+0000,390,78
2023-01-20,2023-01-20T14:30:00+0000,2023-01-20T21:00:00+0000,390,78
2023-01-23,2023-01-23T14:30:00+0000,2023-01-23T21:00:00+0000,390,78
2023-01-24,2023-01-24T14:30:00+0000,2023-01-24T21:00:00+0000,390,78
2023-01-25,2023-01-25T14:30:00+0000,2023-01-25T21:00:00+0000,390,78
2023-01-26,2023-01-26T14:30:00+0000,2023-01-26T21:00:00+0000,390,78
2023-01-27,2023-01-27T14:30:00+0000,2023-01-27T21:00:00+0000,390,78
2023-01-30,2023-01-30T14:30:00+0000,2023-01-30T21:00:00+0000,390,78
2023-01-31,2023-01-31T14:30:00+0000,2023-01-31T21:00:00+0000,390,78
2023-02-01,2023-02-01T14:30:00+0000,2023-02-01T21:00:00+0000,390,78
2023-02-02,2023-02-02T14:30:00+0000,2023-02-02T21:00:00+0000,390,78
2023-02-03,2023-02-03T14:30:00+0000,2023-02-03T21:00:00+0000,390,78
2023-02-06,2023-02-06T14:30:00+0000,2023-02-06T21:00:00+0000,390,78
2023-02-07,2023-02-07T14:30:00+0000,2023-02-07T21:00:00+0000,390,78
2023-02-08,2023-02-08T14:30:00+0000,2023-02-08T21:00:00+0000,390,78
2023-02-09,2023-02-09T14:30:00+0000,2023-02-09T21:00:00+0000,390,78
2023-02-10,2023-02-10T14:30:00+0000,2023-02-10T21:00:00+0000,390,78
2023-02-13,2023-02-13T14:30:00+0000,2023-02-13T21:00:00+0000,390,78
2023-02-14,2023-02-14T14:30:00+0000,2023-02-14T21:00:00+0000,390,78
2023-02-15,2023-02-15T14:30:00+0000,2023-02-15T21:00:00+0000,390,78
2023-02-16,2023-02-16T14:30:00+0000,2023-02-16T21:00:00+0000,390,78
2023-02-17,2023-02-17T14:30:00+0000,2023-02-17T21:00:00+0000,390,78
2023-02-21,2023-02-21T14:30:00+0000,2023-02-21T21:00:00+0000,390,78
2023-02-22,2023-02-22T14:30:00+0000,2023-02-22T21:00:00+0000,390,78
2023-02-23,2023-02-23T14:30:00+0000,2023-02-23T21:00:00+0000,390,78
2023-02-24,2023-02-24T14:30:00+0000,2023-02-24T21:00:00+0000,390,78
2023-02-27,2023-02-27T14:30:00+0000,2023-02-27T21:00:00+0000,390,78
2023-02-28,2023-02-28T14:30:00+0000,2023-02-28T21:00:00+0000,390,78
2023-03-01,2023-03-01T14:30:00+0000,2023-03-01T21:00:00+0000,390,78
2023-03-02,2023-03-02T14:30:00+0000,2023-03-02T21:00:00+0000,390,78
2023-03-03,2023-03-03T14:30:00+0000,2023-03-03T21:00:00+0000,390,78
2023-03-06,2023-03-06T14:30:00+0000,2023-03-06T21:00:00+0000,390,78
2023-03-07,2023-03-07T14:30:00+0000,2023-03-07T21:00:00+0000,390,78
2023-03-08,2023-03-08T14:30:00+0000,2023-03-08T21:00:00+0000,390,78
2023-03-09,2023-03-09T14:30:00+0000,2023-03-09T21:00:00+0000,390,78
2023-03-10,2023-03-10T14:30:00+0000,2023-03-10T21:00:00+0000,390,78
2023-03-13,2023-03-13T13:30:00+0000,2023-03-13T20:00:00+0000,390,78
2023-03-14,2023-03-14T13:30:00+0000,2023-03-14T20:00:00+0000,390,78
2023-03-15,2023-03-15T13:30:00+0000,2023-03-15T20:00:00+0000,390,78
2023-03-16,2023-03-16T13:30:00+0000,2023-03-16T20:00:00+0000,390,78
2023-03-17,2023-03-17T13:30:00+0000,2023-03-17T20:00:00+0000,390,78
2023-03-20,2023-03-20T13:30:00+0000,2023-03-20T20:00:00+0000,390,78
2023-03-21,2023-03-21T13:30:00+0000,2023-03-21T20:00:00+0000,390,78
2023-03-22,2023-03-22T13:30:00+0000,2023-03-22T20:00:00+0000,390,78
2023-03-23,2023-03-23T13:30:00+0000,2023-03-23T20:00:00+0000,390,78
2023-03-24,2023-03-24T13:30:00+0000,2023-03-24T20:00:00+0000,390,78
2023-03-27,2023-03-27T13:30:00+0000,2023-03-27T20:00:00+0000,390,78
2023-03-28,2023-03-28T13:30:00+0000,2023-03-28T20:00:00+0000,390,78
2023-03-29,2023-03-29T13:30:00+0000,2023-03-29T20:00:00+0000,390,78
2023-03-30,2023-03-30T13:30:00+0000,2023-03-30T20:00:00+0000,390,78
2023-03-31,2023-03-31T13:30:00+0000,2023-03-31T20:00:00+0000,390,78
2023-04-03,2023-04-03T13:30:00+0000,2023-04-03T20:00:00+0000,390,78
2023-04-04,2023-04-04T13:30:00+0000,2023-04-04T20:00:00+0000,390,78
2023-04-05,2023-04-05T13:30:00+0000,2023-04-05T20:00:00+0000,390,78
2023-04-06,2023-04-06T13:30:00+0000,2023-04-06T20:00:00+0000,390,78
2023-04-10,2023-04-10T13:30:00+0000,2023-04-10T20:00:00+0000,390,78
2023-04-11,2023-04-11T13:30:00+0000,2023-04-11T20:00:00+0000,390,78
2023-04-12,2023-04-12T13:30:00+0000,2023-04-12T20:00:00+0000,390,78
2023-04-13,2023-04-13T13:30:00+0000,2023-04-13T20:00:00+0000,390,78
2023-04-14,2023-04-14T13:30:00+0000,2023-04-14T20:00:00+0000,390,78
2023-04-17,2023-04-17T13:30:00+0000,2023-04-17T20:00:00+0000,390,78
2023-04-18,2023-04-18T13:30:00+0000,2023-04-18T20:00:00+0000,390,78
2023-04-19,2023-04-19T13:30:00+0000,2023-04-19T20:00:00+0000,390,78
2023-04-20,2023-04-20T13:30:00+0000,2023-04-20T20:00:00+0000,390,78
2023-04-21,2023-04-21T13:30:00+0000,2023-04-21T20:00:00+0000,390,78
2023-04-24,2023-04-24T13:30:00+0000,2023-04-24T20:00:00+0000,390,78
2023-04-25,2023-04-25T13:30:00+0000,2023-04-25T20:00:00+0000,390,78
2023-04-26,2023-04-26T13:30:00+0000,2023-04-26T20:00:00+0000,390,78
2023-04-27,2023-04-27T13:30:00+0000,2023-04-27T20:00:00+0000,390,78
2023-04-28,2023-04-28T13:30:00+0000,2023-04-28T20:00:00+0000,390,78
2023-05-01,2023-05-01T13:30:00+0000,2023-05-01T20:00:00+0000,390,78
2023-05-02,2023-05-02T13:30:00+0000,2023-05-02T20:00:00+0000,390,78
2023-05-03,2023-05-03T13:30:00+0000,2023-05-03T20:00:00+0000,390,78
2023-05-04,2023-05-04T13:30:00+0000,2023-05-04T20:00:00+0000,390,78
2023-05-05,2023-05-05T13:30:00+0000,2023-05-05T20:00:00+0000,390,78
2023-05-08,2023-05-08T13:30:00+0000,2023-05-08T20:00:00+0000,390,78
2023-05-09,2023-05-09T13:30:00+0000,2023-05-09T20:00:00+0000,390,78
2023-05-10,2023-05-10T13:30:00+0000,2023-05-10T20:00:00+0000,390,78
2023-05-11,2023-05-11T13:30:00+0000,2023-05-11T20:00:00+0000,390,78
2023-05-12,2023-05-12T13:30:00+0000,2023-05-12T20:00:00+0000,390,78
2023-05-15,2023-05-15T13:30:00+0000,2023-05-15T20:00:00+0000,390,78
2023-05-16,2023-05-16T13:30:00+0000,2023-05-16T20:00:00+0000,390,78
2023-05-17,2023-05-17T13:30:00+0000,2023-05-17T20:00:00+0000,390,78
2023-05-18,2023-05-18T13:30:00+0000,2023-05-18T20:00:00+0000,390,78
2023-05-19,2023-05-19T13:30:00+0000,2023-05-19T20:00:00+0000,390,78
2023-05-22,2023-05-22T13:30:00+0000,2023-05-22T20:00:00+0000,390,78
2023-05-23,2023-05-23T13:30:00+0000,2023-05-23T20:00:00+0000,390,78
2023-05-24,2023-05-24T13:30:00+0000,2023-05-24T20:00:00+0000,390,78
2023-05-25,2023-05-25T13:30:00+0000,2023-05-25T20:00:00+0000,390,78
2023-05-26,2023-05-26T13:30:00+0000,2023-05-26T20:00:00+0000,390,78
2023-05-30,2023-05-30T13:30:00+0000,2023-05-30T20:00:00+0000,390,78
2023-05-31,2023-05-31T13:30:00+0000,2023-05-31T20:00:00+0000,390,78
2023-06-01,2023-06-01T13:30:00+0000,2023-06-01T20:00:00+0000,390,78
2023-06-02,2023-06-02T13:30:00+0000,2023-06-02T20:00:00+0000,390,78
2023-06-05,2023-06-05T13:30:00+0000,2023-06-05T20:00:00+0000,390,78
2023-06-06,2023-06-06T13:30:00+0000,2023-06-06T20:00:00+0000,390,78
2023-06-07,2023-06-07T13:30:00+0000,2023-06-07T20:00:00+0000,390,78
2023-06-08,2023-06-08T13:30:00+0000,2023-06-08T20:00:00+0000,390,78
2023-06-09,2023-06-09T13:30:00+0000,2023-06-09T20:00:00+0000,390,78
2023-06-12,2023-06-12T13:30:00+0000,2023-06-12T20:00:00+0000,390,78
2023-06-13,2023-06-13T13:30:00+0000,2023-06-13T20:00:00+0000,390,78
2023-06-14,2023-06-14T13:30:00+0000,2023-06-14T20:00:00+0000,390,78
2023-06-15,2023-06-15T13:30:00+0000,2023-06-15T20:00:00+0000,390,78
2023-06-16,2023-06-16T13:30:00+0000,2023-06-16T20:00:00+0000,390,78
2023-06-20,2023-06-20T13:30:00+0000,2023-06-20T20:00:00+0000,390,78
2023-06-21,2023-06-21T13:30:00+0000,2023-06-21T20:00:00+0000,390,78
2023-06-22,2023-06-22T13:30:00+0000,2023-06-22T20:00:00+0000,390,78
2023-06-23,2023-06-23T13:30:00+0000,2023-06-23T20:00:00+0000,390,78
2023-06-26,2023-06-26T13:30:00+0000,2023-06-26T20:00:00+0000,390,78
2023-06-27,2023-06-27T13:30:00+0000,2023-06-27T20:00:00+0000,390,78
2023-06-28,2023-06-28T13:30:00+0000,2023-06-28T20:00:00+0000,390,78
2023-06-29,2023-06-29T13:30:00+0000,2023-06-29T20:00:00+0000,390,78
2023-06-30,2023-06-30T13:30:00+0000,2023-06-30T20:00:00+0000,390,78
2023-07-05,2023-07-05T13:30:00+0000,2023-07-05T20:00:00+0000,390,78
2023-07-06,2023-07-06T13:30:00+0000,2023-07-06T20:00:00+0000,390,78
2023-07-07,2023-07-07T13:30:00+0000,2023-07-07T20:00:00+0000,390,78
2023-07-10,2023-07-10T13:30:00+0000,2023-07-10T20:00:00+0000,390,78
2023-07-11,2023-07-11T13:30:00+0000,2023-07-11T20:00:00+0000,390,78
2023-07-12,2023-07-12T13:30:00+0000,2023-07-12T20:00:00+0000,390,78
2023-07-13,2023-07-13T13:30:00+0000,2023-07-13T20:00:00+0000,390,78
2023-07-14,2023-07-14T13:30:00+0000,2023-07-14T20:00:00+0000,390,78
2023-07-17,2023-07-17T13:30:00+0000,2023-07-17T20:00:00+0000,390,78
2023-07-18,2023-07-18T13:30:00+0000,2023-07-18T20:00:00+0000,390,78
2023-07-19,2023-07-19T13:30:00+0000,2023-07-19T20:00:00+0000,390,78
2023-07-20,2023-07-20T13:30:00+0000,2023-07-20T20:00:00+0000,390,78
2023-07-21,2023-07-21T13:30:00+0000,2023-07-21T20:00:00+0000,390,78
2023-07-24,2023-07-24T13:30:00+0000,2023-07-24T20:00:00+0000,390,78
2023-07-25,2023-07-25T13:30:00+0000,2023-07-25T20:00:00+0000,390,78
2023-07-26,2023-07-26T13:30:00+0000,2023-07-26T20:00:00+0000,390,78
2023-07-27,2023-07-27T13:30:00+0000,2023-07-27T20:00:00+0000,390,78
2023-07-28,2023-07-28T13:30:00+0000,2023-07-28T20:00:00+0000,390,78
2023-07-31,2023-07-31T13:30:00+0000,2023-07-31T20:00:00+0000,390,78
2023-08-01,2023-08-01T13:30:00+0000,2023-08-01T20:00:00+0000,390,78
2023-08-02,2023-08-02T13:30:00+0000,2023-08-02T20:00:00+0000,390,78
2023-08-03,2023-08-03T13:30:00+0000,2023-08-03T20:00:00+0000,390,78
2023-08-04,2023-08-04T13:30:00+0000,2023-08-04T20:00:00+0000,390,78
2023-08-07,2023-08-07T13:30:00+0000,2023-08-07T20:00:00+0000,390,78
2023-08-08,2023-08-08T13:30:00+0000,2023-08-08T20:00:00+0000,390,78
2023-08-09,2023-08-09T13:30:00+0000,2023-08-09T20:00:00+0000,390,78
2023-08-10,2023-08-10T13:30:00+0000,2023-08-10T20:00:00+0000,390,78
2023-08-11,2023-08-11T13:30:00+0000,2023-08-11T20:00:00+0000,390,78
2023-08-14,2023-08-14T13:30:00+0000,2023-08-14T20:00:00+0000,390,78
2023-08-15,2023-08-15T13:30:00+0000,2023-08-15T20:00:00+0000,390,78
2023-08-16,2023-08-16T13:30:00+0000,2023-08-16T20:00:00+0000,390,78
2023-08-17,2023-08-17T13:30:00+0000,2023-08-17T20:00:00+0000,390,78
2023-08-18,2023-08-18T13:30:00+0000,2023-08-18T20:00:00+0000,390,78
2023-08-21,2023-08-21T13:30:00+0000,2023-08-21T20:00:00+0000,390,78
2023-08-22,2023-08-22T13:30:00+0000,2023-08-22T20:00:00+0000,390,78
2023-08-23,2023-08-23T13:30:00+0000,2023-08-23T20:00:00+0000,390,78
2023-08-24,2023-08-24T13:30:00+0000,2023-08-24T20:00:00+0000,390,78
2023-08-25,2023-08-25T13:30:00+0000,2023-08-25T20:00:00+0000,390,78
2023-08-28,2023-08-28T13:30:00+0000,2023-08-28T20:00:00+0000,390,78
2023-08-29,2023-08-29T13:30:00+0000,2023-08-29T20:00:00+0000,390,78
2023-08-30,2023-08-30T13:30:00+0000,2023-08-30T20:00:00+0000,390,78
2023-08-31,2023-08-31T13:30:00+0000,2023-08-31T20:00:00+0000,390,78
2023-09-01,2023-09-01T13:30:00+0000,2023-09-01T20:00:00+0000,390,78
2023-09-05,2023-09-05T13:30:00+0000,2023-09-05T20:00:00+0000,390,78
2023-09-06,2023-09-06T13:30:00+0000,2023-09-06T20:00:00+0000,390,78
2023-09-07,2023-09-07T13:30:00+0000,2023-09-07T20:00:00+0000,390,78
2023-09-08,2023-09-08T13:30:00+0000,2023-09-08T20:00:00+0000,390,78
2023-09-11,2023-09-11T13:30:00+0000,2023-09-11T20:00:00+0000,390,78
2023-09-12,2023-09-12T13:30:00+0000,2023-09-12T20:00:00+0000,390,78
2023-09-13,2023-09-13T13:30:00+0000,2023-09-13T20:00:00+0000,390,78
2023-09-14,2023-09-14T13:30:00+0000,2023-09-14T20:00:00+0000,390,78
2023-09-15,2023-09-15T13:30:00+0000,2023-09-15T20:00:00+0000,390,78
2023-09-18,2023-09-18T13:30:00+0000,2023-09-18T20:00:00+0000,390,78
2023-09-19,2023-09-19T13:30:00+0000,2023-09-19T20:00:00+0000,390,78
2023-09-20,2023-09-20T13:30:00+0000,2023-09-20T20:00:00+0000,390,78
2023-09-21,2023-09-21T13:30:00+0000,2023-09-21T20:00:00+0000,390,78
2023-09-22,2023-09-22T13:30:00+0000,2023-09-22T20:00:00+0000,390,78
2023-09-25,2023-09-25T13:30:00+0000,2023-09-25T20:00:00+0000,390,78
2023-09-26,2023-09-26T13:30:00+0000,2023-09-26T20:00:00+0000,390,78
2023-09-27,2023-09-27T13:30:00+0000,2023-09-27T20:00:00+0000,390,78
2023-09-28,2023-09-28T13:30:00+0000,2023-09-28T20:00:00+0000,390,78
2023-09-29,2023-09-29T13:30:00+0000,2023-09-29T20:00:00+0000,390,78
2023-10-02,2023-10-02T13:30:00+0000,2023-10-02T20:00:00+0000,390,78
2023-10-03,2023-10-03T13:30:00+0000,2023-10-03T20:00:00+0000,390,78
2023-10-04,2023-10-04T13:30:00+0000,2023-10-04T20:00:00+0000,390,78
2023-10-05,2023-10-05T13:30:00+0000,2023-10-05T20:00:00+0000,390,78
2023-10-06,2023-10-06T13:30:00+0000,2023-10-06T20:00:00+0000,390,78
2023-10-09,2023-10-09T13:30:00+0000,2023-10-09T20:00:00+0000,390,78
2023-10-10,2023-10-10T13:30:00+0000,2023-10-10T20:00:00+0000,390,78
2023-10-11,2023-10-11T13:30:00+0000,2023-10-11T20:00:00+0000,390,78
2023-10-12,2023-10-12T13:30:00+0000,2023-10-12T20:00:00+0000,390,78
2023-10-13,2023-10-13T13:30:00+0000,2023-10-13T20:00:00+0000,390,78
2023-10-16,2023-10-16T13:30:00+0000,2023-10-16T20:00:00+0000,390,78
2023-10-17,2023-10-17T13:30:00+0000,2023-10-17T20:00:00+0000,390,78
2023-10-18,2023-10-18T13:30:00+0000,2023-10-18T20:00:00+0000,390,78
2023-10-19,2023-10-19T13:30:00+0000,2023-10-19T20:00:00+0000,390,78
2023-10-20,2023-10-20T13:30:00+0000,2023-10-20T20:00:00+0000,390,78
2023-10-23,2023-10-23T13:30:00+0000,2023-10-23T20:00:00+0000,390,78
2023-10-24,2023-10-24T13:30:00+0000,2023-10-24T20:00:00+0000,390,78
2023-10-25,2023-10-25T13:30:00+0000,2023-10-25T20:00:00+0000,390,78
2023-10-26,2023-10-26T13:30:00+0000,2023-10-26T20:00:00+0000,390,78
2023-10-27,2023-10-27T13:30:00+0000,2023-10-27T20:00:00+0000,390,78
2023-10-30,2023-10-30T13:30:00+0000,2023-10-30T20:00:00+0000,390,78
2023-10-31,2023-10-31T13:30:00+0000,2023-10-31T20:00:00+0000,390,78
2023-11-01,2023-11-01T13:30:00+0000,2023-11-01T20:00:00+0000,390,78
2023-11-02,2023-11-02T13:30:00+0000,2023-11-02T20:00:00+0000,390,78
2023-11-03,2023-11-03T13:30:00+0000,2023-11-03T20:00:00+0000,390,78
2023-11-06,2023-11-06T14:30:00+0000,2023-11-06T21:00:00+0000,390,78
2023-11-07,2023-11-07T14:30:00+0000,2023-11-07T21:00:00+0000,390,78
2023-11-08,2023-11-08T14:30:00+0000,2023-11-08T21:00:00+0000,390,78
2023-11-09,2023-11-09T14:30:00+0000,2023-11-09T21:00:00+0000,390,78
2023-11-10,2023-11-10T14:30:00+0000,2023-11-10T21:00:00+0000,390,78
2023-11-13,2023-11-13T14:30:00+0000,2023-11-13T21:00:00+0000,390,78
2023-11-14,2023-11-14T14:30:00+0000,2023-11-14T21:00:00+0000,390,78
2023-11-15,2023-11-15T14:30:00+0000,2023-11-15T21:00:00+0000,390,78
2023-11-16,2023-11-16T14:30:00+0000,2023-11-16T21:00:00+0000,390,78
2023-11-17,2023-11-17T14:30:00+0000,2023-11-17T21:00:00+0000,390,78
2023-11-20,2023-11-20T14:30:00+0000,2023-11-20T21:00:00+0000,390,78
2023-11-21,2023-11-21T14:30:00+0000,2023-11-21T21:00:00+0000,390,78
2023-11-22,2023-11-22T14:30:00+0000,2023-11-22T21:00:00+0000,390,78
2023-11-27,2023-11-27T14:30:00+0000,2023-11-27T21:00:00+0000,390,78
2023-11-28,2023-11-28T14:30:00+0000,2023-11-28T21:00:00+0000,390,78
2023-11-29,2023-11-29T14:30:00+0000,2023-11-29T21:00:00+0000,390,78
2023-11-30,2023-11-30T14:30:00+0000,2023-11-30T21:00:00+0000,390,78
2023-12-01,2023-12-01T14:30:00+0000,2023-12-01T21:00:00+0000,390,78
2023-12-04,2023-12-04T14:30:00+0000,2023-12-04T21:00:00+0000,390,78
2023-12-05,2023-12-05T14:30:00+0000,2023-12-05T21:00:00+0000,390,78
2023-12-06,2023-12-06T14:30:00+0000,2023-12-06T21:00:00+0000,390,78
2023-12-07,2023-12-07T14:30:00+0000,2023-12-07T21:00:00+0000,390,78
2023-12-08,2023-12-08T14:30:00+0000,2023-12-08T21:00:00+0000,390,78
2023-12-11,2023-12-11T14:30:00+0000,2023-12-11T21:00:00+0000,390,78
2023-12-12,2023-12-12T14:30:00+0000,2023-12-12T21:00:00+0000,390,78
2023-12-13,2023-12-13T14:30:00+0000,2023-12-13T21:00:00+0000,390,78
2023-12-14,2023-12-14T14:30:00+0000,2023-12-14T21:00:00+0000,390,78
2023-12-15,2023-12-15T14:30:00+0000,2023-12-15T21:00:00+0000,390,78
2023-12-18,2023-12-18T14:30:00+0000,2023-12-18T21:00:00+0000,390,78
2023-12-19,2023-12-19T14:30:00+0000,2023-12-19T21:00:00+0000,390,78
2023-12-20,2023-12-20T14:30:00+0000,2023-12-20T21:00:00+0000,390,78
2023-12-21,2023-12-21T14:30:00+0000,2023-12-21T21:00:00+0000,390,78
2023-12-22,2023-12-22T14:30:00+0000,2023-12-22T21:00:00+0000,390,78
2023-12-26,2023-12-26T14:30:00+0000,2023-12-26T21:00:00+0000,390,78
2023-12-27,2023-12-27T14:30:00+0000,2023-12-27T21:00:00+0000,390,78
2023-12-28,2023-12-28T14:30:00+0000,2023-12-28T21:00:00+0000,390,78
